time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-28T01:06:06.053Z,-16.4788,-174.3278,73.89,4.5,mb,,124,7.393,0.44,us,us6000demy,2021-02-08T01:34:32.040Z,"81 km SW of Hihifo, Tonga",earthquake,11,7.8,0.163,11,reviewed,us,us
2021-01-28T00:51:39.387Z,-32.291,-13.5178,10,4.8,mb,,87,4.867,0.36,us,us6000demr,2021-02-10T03:44:57.040Z,southern Mid-Atlantic Ridge,earthquake,5.4,1.9,0.138,16,reviewed,us,us
2021-01-27T17:21:33.496Z,-1.3747,-15.0256,10,4.6,mb,,194,6.432,0.84,us,us6000def2,2021-02-05T21:36:19.040Z,north of Ascension Island,earthquake,7.4,2,0.386,6,reviewed,us,us
2021-01-27T16:46:18.251Z,-6.415,129.9443,174,4.6,mb,,37,2.057,0.66,us,us7000d3rp,2021-02-05T02:53:36.040Z,Banda Sea,earthquake,7.5,7.2,0.085,44,reviewed,us,us
2021-01-27T16:35:32.011Z,5.2872,-82.6239,10,4.7,mb,,128,3.179,0.75,us,us7000d3rn,2021-02-05T02:48:17.040Z,south of Panama,earthquake,8.3,1.8,0.071,60,reviewed,us,us
2021-01-27T16:25:17.269Z,40.5301,-127.0419,10,4.6,mwr,,128,2.062,0.56,us,us7000d3rk,2021-02-05T02:45:09.086Z,"235 km W of Ferndale, California",earthquake,9,1.9,0.026,137,reviewed,us,us
2021-01-27T14:27:38.822Z,42.7779,146.3204,40.15,4.6,mb,,54,2.463,0.85,us,us7000d3q6,2021-01-29T14:44:10.040Z,"85 km SE of Nemuro, Japan",earthquake,8.5,7.2,0.076,54,reviewed,us,us
2021-01-27T12:45:30.286Z,-3.0081,138.5982,57.6,4.9,mb,,57,6.341,0.66,us,us7000d3nu,2021-01-27T13:04:49.040Z,"230 km WSW of Abepura, Indonesia",earthquake,7.6,7.5,0.087,41,reviewed,us,us
2021-01-27T10:40:26.412Z,-5.1515,103.6685,49.15,4.8,mb,,40,1.059,0.99,us,us7000d3n4,2021-01-27T11:00:28.040Z,"125 km SSW of Baturaja, Indonesia",earthquake,6.7,7.3,0.078,51,reviewed,us,us
2021-01-27T09:10:39.198Z,-20.3181,-178.1238,571.54,5,mb,,135,4.43,0.68,us,us7000d3m9,2021-01-27T09:25:59.040Z,Fiji region,earthquake,14.2,9.9,0.089,40,reviewed,us,us
2021-01-27T07:57:33.358Z,4.4075,-75.856,159.4,4.9,mb,,86,1.59,0.88,us,us7000d3m3,2021-02-02T13:39:15.419Z,"8 km NNW of Caicedonia, Colombia",earthquake,6.9,6.7,0.026,452,reviewed,us,us
2021-01-27T05:06:53.223Z,42.6991,141.9454,115.62,5.2,mww,,34,1.128,0.87,us,us7000d3l5,2021-02-02T12:42:57.337Z,"27 km ESE of Chitose, Japan",earthquake,6,4.8,0.093,11,reviewed,us,us
2021-01-27T04:19:56.888Z,0.0083,123.4695,137.17,5,mb,,34,1.254,0.86,us,us7000d3kp,2021-02-05T05:01:26.040Z,"74 km SE of Gorontalo, Indonesia",earthquake,6.4,4.9,0.061,86,reviewed,us,us
2021-01-27T04:08:27.072Z,-61.8961,-55.3861,10,5,mb,,70,1.58,0.69,us,us7000d3nd,2021-02-05T05:05:54.040Z,South Shetland Islands,earthquake,7.5,1.8,0.105,29,reviewed,us,us
2021-01-27T03:13:22.948Z,-10.5209,123.7781,10,4.9,mb,,64,0.332,0.59,us,us7000d3kg,2021-02-05T04:55:10.040Z,"43 km SSE of Kupang, Indonesia",earthquake,5.3,1.8,0.11,26,reviewed,us,us
2021-01-26T23:37:58.019Z,-28.7978,-68.922,106.06,4.5,mwr,,42,1.558,1.02,us,us7000d3jg,2021-02-04T04:17:42.040Z,"69 km W of Vinchina, Argentina",earthquake,5.9,4.9,0.062,25,reviewed,us,us
2021-01-26T22:58:05.297Z,1.0815,-79.8781,44.32,4.5,mb,,148,1.655,1.48,us,us6000de7j,2021-02-04T04:00:49.040Z,"28 km WNW of Esmeraldas, Ecuador",earthquake,9.1,9.2,0.11,24,reviewed,us,us
2021-01-26T21:52:14.331Z,-22.8853,172.2155,23.66,4.7,mb,,77,4.122,1.07,us,us6000de7i,2021-02-04T01:19:01.040Z,southeast of the Loyalty Islands,earthquake,4.1,5,0.106,27,reviewed,us,us
2021-01-26T15:42:22.947Z,-6.922,155.8614,104.41,4.8,mb,,77,4.617,0.55,us,us7000d3gs,2021-02-03T20:10:25.040Z,"78 km SSE of Panguna, Papua New Guinea",earthquake,8.3,6.8,0.08,49,reviewed,us,us
2021-01-26T14:57:00.108Z,46.9515,152.433,77.84,4.6,mb,,62,6.621,0.48,us,us7000d3g3,2021-02-03T19:51:38.040Z,Kuril Islands,earthquake,9.8,5.5,0.08,47,reviewed,us,us
2021-01-26T13:50:09.990Z,-25.8534,-70.9826,27.55,4.6,mwr,,117,0.453,0.72,us,us7000d3ev,2021-02-03T18:54:51.040Z,"70 km SW of Taltal, Chile",earthquake,5.8,4.1,,,reviewed,us,guc
2021-01-26T13:05:42.301Z,-19.968,-178.1591,574.4,4.6,mb,,113,4.213,0.58,us,us7000d3eq,2021-02-03T18:48:47.040Z,Fiji region,earthquake,12.7,7.4,0.048,130,reviewed,us,us
2021-01-26T11:17:40.697Z,36.1658,41.0703,10,4.9,mb,,85,1.169,0.7,us,us7000d3ec,2021-01-28T03:40:58.942Z,"47 km SE of Al Ḩasakah, Syria",earthquake,5.5,1.9,0.085,43,reviewed,us,us
2021-01-26T07:59:27.316Z,-23.9749,-179.1857,528,5,mb,,120,5.367,1.04,us,us7000d3dl,2021-01-26T08:15:41.040Z,south of the Fiji Islands,earthquake,14,12.1,0.103,30,reviewed,us,us
2021-01-26T05:08:48.712Z,-11.2648,165.2696,10,5.1,mb,,63,4.563,0.91,us,us7000d3c9,2021-01-26T05:35:34.040Z,Santa Cruz Islands,earthquake,8.7,1.8,0.075,58,reviewed,us,us
2021-01-26T04:32:04.437Z,-6.7521,156.3225,10,4.5,mb,,126,9.447,0.79,us,us6000de76,2021-02-04T00:35:41.040Z,"96 km SE of Kieta, Papua New Guinea",earthquake,11.8,1.9,0.135,16,reviewed,us,us
2021-01-26T04:17:55.285Z,-6.9635,155.7839,75.24,5.3,mww,,50,4.535,0.95,us,us7000d3c0,2021-02-04T01:45:45.609Z,"78 km SSE of Panguna, Papua New Guinea",earthquake,7.7,3.9,0.093,11,reviewed,us,us
2021-01-26T01:30:30.322Z,-22.1159,-179.3784,545.16,4.9,mb,,76,4.974,0.96,us,us7000d3ax,2021-02-04T02:01:22.040Z,south of the Fiji Islands,earthquake,11,5.5,0.078,51,reviewed,us,us
2021-01-25T23:46:56.607Z,14.009,144.6319,194.94,4.6,mb,,51,0.476,0.83,us,us7000d3ag,2021-02-08T05:13:40.642Z,"58 km NNW of Dededo Village, Guam",earthquake,10.1,5.3,0.064,73,reviewed,us,us
2021-01-25T23:29:05.462Z,-23.5193,-179.9555,530.58,4.5,mb,,61,5.984,0.76,us,us6000ddww,2021-02-08T04:50:49.040Z,south of the Fiji Islands,earthquake,11.4,6.1,0.091,35,reviewed,us,us
2021-01-25T23:08:38.546Z,-35.1534,-105.8961,10,4.7,mb,,68,8.524,1.05,us,us6000ddwz,2021-02-07T05:55:25.040Z,southern East Pacific Rise,earthquake,14,1.9,0.174,10,reviewed,us,us
2021-01-25T22:02:00.530Z,60.2288,-145.9447,1.8,4.9,ml,,,,0.83,ak,ak02115pjn6u,2021-02-09T00:00:08.040Z,"36 km SSW of Cordova, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-01-25T21:26:10.096Z,-5.5476,151.8753,46.94,5.1,mb,,40,1.241,0.92,us,us7000d395,2021-02-03T00:00:33.040Z,"140 km SSW of Kokopo, Papua New Guinea",earthquake,8.7,5.5,0.049,137,reviewed,us,us
2021-01-25T20:42:07.593Z,-15.7415,-178.6792,10,5.1,mb,,97,1.524,0.81,us,us7000d38u,2021-02-04T18:14:36.040Z,"169 km SSW of Alo, Wallis and Futuna",earthquake,10.7,1.8,0.082,49,reviewed,us,us
2021-01-25T20:37:55.776Z,-17.2175,-174.1063,92.11,4.8,mb,,81,3.979,0.68,us,us7000d38j,2021-02-04T18:04:08.040Z,"143 km SSW of Hihifo, Tonga",earthquake,13.3,6.7,0.144,15,reviewed,us,us
2021-01-25T20:35:37.612Z,-23.468,-66.721,211,4.5,mb,,99,1.436,0.66,us,us7000d38f,2021-01-25T20:54:03.040Z,"92 km NNW of San Antonio de los Cobres, Argentina",earthquake,7.3,7.8,0.088,38,reviewed,us,us
2021-01-25T20:26:37.822Z,53.9112,-35.152,10,4.5,mb,,118,18.403,0.66,us,us6000ddwy,2021-02-05T18:01:49.040Z,Reykjanes Ridge,earthquake,12.6,1.6,0.103,28,reviewed,us,us
2021-01-25T19:39:53.118Z,14.2136,120.5012,122.37,4.5,mb,,252,9.039,0.73,us,us7000d388,2021-02-04T15:00:49.040Z,"14 km WNW of Looc, Philippines",earthquake,15.4,9.6,0.084,42,reviewed,us,us
2021-01-25T19:31:20.888Z,-11.1774,164.7373,10,4.8,mb,,101,4.875,1.19,us,us7000d37f,2021-02-03T18:12:27.040Z,"126 km WSW of Lata, Solomon Islands",earthquake,6.3,1.8,0.116,23,reviewed,us,us
2021-01-25T17:22:37.761Z,51.5153,177.7443,39.71,4.9,mb,,81,2.149,0.75,us,us7000d36v,2021-02-08T21:13:12.281Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,7,1.9,0.031,319,reviewed,us,us
2021-01-25T14:24:44.791Z,21.7756,119.8932,10,4.9,mb,,100,1.511,0.64,us,us7000d34w,2021-02-02T17:30:53.656Z,"91 km WSW of Hengchun, Taiwan",earthquake,6,1.8,0.093,38,reviewed,us,us
2021-01-25T13:54:32.000Z,-11.9271,65.9579,10,4.7,mb,,56,12.623,0.92,us,us7000d34x,2021-02-02T16:40:33.040Z,Mid-Indian Ridge,earthquake,11.6,1.9,0.092,36,reviewed,us,us
2021-01-25T13:35:27.847Z,37.7273,20.8862,29.51,4.6,mb,,54,0.991,0.93,us,us7000d34m,2021-02-02T16:23:18.243Z,"3 km SSE of Ambelókipoi, Greece",earthquake,5.5,2.6,0.129,20,reviewed,us,us
2021-01-25T11:34:14.208Z,-5.7001,149.0846,203.14,4.5,mb,,85,11.39,0.56,us,us7000d346,2021-01-25T12:04:38.040Z,"75 km NW of Kandrian, Papua New Guinea",earthquake,6.6,9.7,0.1,29,reviewed,us,us
2021-01-25T09:05:54.825Z,23.4746,123.6934,10,4.9,mww,,101,1.168,0.81,us,us7000d33k,2021-01-25T09:32:58.040Z,"107 km SSW of Ishigaki, Japan",earthquake,6.2,1.9,0.083,14,reviewed,us,us
2021-01-25T07:53:22.423Z,-4.548,152.1861,100.14,5.2,mww,,30,0.355,0.7,us,us7000d32y,2021-01-26T07:56:12.577Z,"24 km SSW of Kokopo, Papua New Guinea",earthquake,9.1,4.4,0.093,11,reviewed,us,us
2021-01-25T07:25:35.422Z,23.527,123.6457,10,5.2,mww,,95,1.101,0.68,us,us7000d32v,2021-01-25T18:51:11.576Z,"104 km SSW of Ishigaki, Japan",earthquake,6,1.9,0.068,21,reviewed,us,us
2021-01-24T23:21:41.140Z,18.2516,-64.0708,94,5.4,ml,28,185,1.0163,0.65,pr,pr2021024007,2021-01-28T00:50:19.799Z,"76 km E of Cruz Bay, U.S. Virgin Islands",earthquake,5.45,3.26,0.09,20,reviewed,pr,pr
2021-01-24T23:14:47.952Z,-6.9784,144.878,10,4.5,mb,,111,3.303,0.59,us,us6000ddpe,2021-02-08T04:48:43.040Z,"106 km S of Kundiawa, Papua New Guinea",earthquake,10.7,1.9,0.109,25,reviewed,us,us
2021-01-24T21:49:37.578Z,-4.5958,138.7576,46.69,4.7,mb,,77,2.837,0.86,us,us7000d2zs,2021-02-02T06:05:23.040Z,"Papua, Indonesia",earthquake,5.9,5.3,0.088,39,reviewed,us,us
2021-01-24T21:16:21.925Z,54.3994,-162.1148,35,5.1,mww,,45,0.585,0.92,us,us7000d2zh,2021-02-09T21:26:31.189Z,"74 km S of King Cove, Alaska",earthquake,4.7,1.8,0.052,35,reviewed,us,us
2021-01-24T20:34:13.761Z,-61.7671,-55.2872,10,4.8,mb,,96,1.661,1.36,us,us7000d2yw,2021-01-24T20:52:15.040Z,South Shetland Islands,earthquake,6.7,1.9,0.113,24,reviewed,us,us
2021-01-24T19:12:34.936Z,-38.1692,176.3891,6.47,5.2,mww,,65,0.643,1.32,us,us7000d2yf,2021-01-29T01:19:23.747Z,"13 km ESE of Rotorua, New Zealand",earthquake,6.5,6.3,0.098,10,reviewed,us,us
2021-01-24T19:01:22.234Z,37.1675,71.6156,108.8,5.2,mb,,61,3.351,1.02,us,us7000d2ye,2021-01-24T20:01:36.652Z,Tajikistan,earthquake,4.8,7.8,0.072,63,reviewed,us,us
2021-01-24T18:57:01.978Z,-38.0634,176.4366,10,4.6,mb,,71,0.697,1.18,us,us7000d2yi,2021-01-24T20:12:53.159Z,"18 km ENE of Rotorua, New Zealand",earthquake,7,1.9,0.315,4,reviewed,us,us
2021-01-24T18:42:09.158Z,-1.9621,133.5979,45.69,5,mww,,136,1.649,1.13,us,us7000d2yb,2021-01-24T22:45:27.040Z,"132 km SSW of Manokwari, Indonesia",earthquake,10.1,9,0.098,10,reviewed,us,us
2021-01-24T18:24:04.128Z,42.092,144.9053,10,4.8,mww,,174,1.304,0.71,us,us7000d2y6,2021-01-24T18:38:04.040Z,"107 km SSE of Kushiro, Japan",earthquake,7.8,1.4,0.098,10,reviewed,us,us
2021-01-24T18:11:01.330Z,-61.7017,-55.2097,10,4.8,mb,,57,1.717,1,us,us7000d2y4,2021-01-24T18:23:11.040Z,South Shetland Islands,earthquake,7.2,1.9,0.121,21,reviewed,us,us
2021-01-24T16:03:34.143Z,-6.9757,151.1155,10,4.5,mb,,128,2.801,0.61,us,us6000ddp7,2021-02-01T19:33:41.040Z,"191 km SE of Kimbe, Papua New Guinea",earthquake,8.2,1.9,0.092,35,reviewed,us,us
2021-01-24T15:11:13.986Z,-52.9253,10.0684,10,5.2,mb,,63,19.658,0.51,us,us7000d2xc,2021-02-01T18:00:24.040Z,southwest of Africa,earthquake,12.9,1.8,0.108,29,reviewed,us,us
2021-01-24T14:26:45.309Z,8.99,126.504,64.31,5.2,mww,,56,2.116,0.58,us,us7000d2x8,2021-02-01T18:34:33.388Z,"24 km ENE of Aras-asan, Philippines",earthquake,8.5,4.6,0.071,19,reviewed,us,us
2021-01-24T13:40:49.472Z,-61.8118,-55.3819,10,4.9,mb,,58,1.604,0.52,us,us7000d2wz,2021-02-01T16:34:59.040Z,South Shetland Islands,earthquake,7.9,1.8,0.087,41,reviewed,us,us
2021-01-24T13:03:29.349Z,-4.4396,102.533,54.96,5.1,mb,,84,0.428,0.56,us,us7000d2wn,2021-02-01T16:27:51.040Z,"southern Sumatra, Indonesia",earthquake,6.9,4.9,0.067,71,reviewed,us,us
2021-01-24T12:19:23.258Z,-61.5098,-54.5781,10,4.8,mb,,115,2.068,1.34,us,us6000ddp8,2021-02-07T07:41:46.040Z,South Shetland Islands,earthquake,10.7,1.9,0.16,12,reviewed,us,us
2021-01-24T12:14:45.404Z,-61.7685,-55.3589,10,5.5,mww,,56,1.628,0.67,us,us7000d2wh,2021-02-06T13:22:12.374Z,South Shetland Islands,earthquake,3.9,1.8,0.059,28,reviewed,us,us
2021-01-24T10:26:06.801Z,-58.4691,-14.6514,10,4.9,mb,,61,14.112,0.65,us,us7000d2vx,2021-02-06T13:08:38.040Z,east of the South Sandwich Islands,earthquake,11.9,1.9,0.093,36,reviewed,us,us
2021-01-24T10:06:24.420Z,-21.9218,-176.3935,103.97,4.7,mb,,136,9.096,0.84,us,us7000d2vp,2021-02-06T13:06:04.040Z,"149 km SW of Haveluloto, Tonga",earthquake,13.1,7.9,0.098,32,reviewed,us,us
2021-01-24T09:29:45.638Z,-14.6127,166.9133,17.94,5.1,mb,,71,0.875,0.66,us,us7000d2vl,2021-02-06T13:04:29.040Z,"50 km NNW of Port-Olry, Vanuatu",earthquake,6.7,3.6,0.077,55,reviewed,us,us
2021-01-24T09:29:05.781Z,-61.7795,-55.2289,10,4.7,mb,,69,1.683,0.52,us,us7000d2vk,2021-02-06T12:59:05.040Z,South Shetland Islands,earthquake,10,1.9,0.085,42,reviewed,us,us
2021-01-24T06:36:27.671Z,-17.9067,-177.2595,326.26,5.2,mww,,126,3.673,1.09,us,us7000d2up,2021-01-24T06:56:49.040Z,Fiji region,earthquake,12.1,7.5,0.098,10,reviewed,us,us
2021-01-24T06:23:26.093Z,17.8385,-105.9309,10,4.5,mb,,184,4.806,1.34,us,us7000d2uk,2021-01-24T06:44:33.040Z,"199 km SSW of Emiliano Zapata, Mexico",earthquake,10.4,1.9,0.035,232,reviewed,us,us
2021-01-24T05:47:53.088Z,-51.1834,162.1096,10,5.8,mww,,88,3.831,0.92,us,us7000d2ty,2021-01-25T05:52:34.247Z,"Auckland Islands, New Zealand region",earthquake,8.6,1.9,0.061,26,reviewed,us,us
2021-01-24T05:29:31.741Z,-61.7299,-55.0513,10,4.9,mb,,55,1.779,0.7,us,us7000d2tr,2021-01-24T05:46:59.040Z,South Shetland Islands,earthquake,5.6,1.8,0.082,47,reviewed,us,us
2021-01-24T04:08:41.235Z,2.1748,128.7255,40.88,4.7,mb,,118,1.946,1.05,us,us7000d2tf,2021-01-24T04:28:19.040Z,"93 km ENE of Tobelo, Indonesia",earthquake,9.3,9.2,0.102,29,reviewed,us,us
2021-01-24T01:01:03.245Z,-17.8606,-178.1796,508.44,4.6,mb,,42,3.533,0.94,us,us7000d2sq,2021-01-24T01:19:01.040Z,"266 km E of Levuka, Fiji",earthquake,11,8.2,0.034,253,reviewed,us,us
2021-01-24T00:54:25.412Z,-61.7373,-55.3143,10,4.7,mb,,63,1.658,0.98,us,us6000ddnt,2021-02-07T05:20:10.040Z,South Shetland Islands,earthquake,5,1.9,0.142,15,reviewed,us,us
2021-01-24T00:51:35.633Z,-61.6735,-55.3058,10,4.9,mb,,58,1.684,0.47,us,us7000d2sp,2021-02-07T04:22:28.040Z,South Shetland Islands,earthquake,7.6,1.8,0.073,61,reviewed,us,us
2021-01-24T00:49:01.968Z,-61.9433,-55.1398,10,4.6,mb,,78,1.683,0.77,us,us6000ddns,2021-02-07T04:00:36.040Z,South Shetland Islands,earthquake,6.8,1.7,0.137,16,reviewed,us,us
2021-01-24T00:47:50.125Z,-61.8277,-55.3582,10,4.5,mb,,63,1.611,1.14,us,us6000ddnh,2021-02-07T03:45:44.040Z,South Shetland Islands,earthquake,4.6,1.9,0.145,14,reviewed,us,us
2021-01-24T00:20:59.949Z,-61.8135,-55.4515,10,4.9,mb,,63,1.572,0.73,us,us6000ddnn,2021-02-07T03:12:11.040Z,South Shetland Islands,earthquake,6.7,1.8,0.097,33,reviewed,us,us
2021-01-24T00:07:45.266Z,-33.3533,-70.1484,109.48,5.7,mww,,17,0.053,0.9,us,us7000d2s4,2021-02-06T07:52:27.402Z,"41 km ENE of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",earthquake,5.3,3.4,0.093,11,reviewed,us,us
2021-01-24T00:05:51.401Z,-61.7558,-55.4388,10,4.9,mb,,60,1.596,0.8,us,us7000d2tg,2021-02-06T05:48:36.040Z,South Shetland Islands,earthquake,6,1.3,0.125,20,reviewed,us,us
2021-01-24T00:03:17.317Z,-61.8467,-55.4547,10,5,mb,,54,1.561,0.78,us,us7000d2sh,2021-02-06T05:45:36.040Z,South Shetland Islands,earthquake,7.3,1.8,0.115,24,reviewed,us,us
2021-01-24T00:00:42.891Z,-61.7409,-55.4618,10,4.9,mb,,58,1.591,0.84,us,us6000ddnf,2021-02-06T05:20:35.040Z,South Shetland Islands,earthquake,6.5,1.8,0.093,36,reviewed,us,us
2021-01-23T23:52:15.696Z,-61.7603,-55.652,10,4.7,mb,,89,1.499,0.6,us,us6000dd0w,2021-02-06T04:59:10.040Z,South Shetland Islands,earthquake,4.8,1.9,0.159,12,reviewed,us,us
2021-01-23T23:48:39.024Z,-61.6966,-55.2943,10,5.4,mb,,31,1.681,0.54,us,us7000d2s3,2021-02-06T04:49:21.097Z,South Shetland Islands,earthquake,7.4,1.7,0.075,61,reviewed,us,us
2021-01-23T23:36:50.910Z,-61.8117,-55.4903,9.8,6.9,mww,,16,1.555,0.55,us,us7000d2rx,2021-02-06T01:48:31.289Z,South Shetland Islands,earthquake,7.2,2.7,0.043,52,reviewed,us,us
2021-01-23T23:36:01.060Z,-28.2446,-176.234,10,4.5,mb,,192,1.791,1.33,us,us6000dd0u,2021-02-06T00:51:02.040Z,Kermadec Islands region,earthquake,14.8,2,0.181,9,reviewed,us,us
2021-01-23T21:12:18.130Z,3.1222,-74.8254,25.07,4.9,mww,,66,1.783,0.88,us,us7000d2ra,2021-02-05T23:51:21.910Z,"25 km E of Baraya, Colombia",earthquake,8.1,4.3,0.086,13,reviewed,us,us
2021-01-23T19:38:36.722Z,-20.4503,-174.6725,10,4.7,mb,,45,4.673,0.66,us,us7000d2qq,2021-02-05T06:32:12.040Z,"77 km SSW of Pangai, Tonga",earthquake,9.8,1.8,0.096,33,reviewed,us,us
2021-01-23T19:19:01.144Z,-31.7491,-68.7892,18.04,4.6,mb,,63,0.221,0.94,us,us7000d2qj,2021-02-05T06:20:33.040Z,"20 km WSW of Pocito, Argentina",earthquake,4.7,4.6,0.157,12,reviewed,us,us
2021-01-23T17:37:06.482Z,-24.592,179.6491,519.64,4.8,mb,,72,6.974,0.85,us,us7000d2q3,2021-01-23T23:05:39.040Z,south of the Fiji Islands,earthquake,11.6,8.3,0.091,40,reviewed,us,us
2021-01-23T16:58:51.331Z,-6.2472,147.6881,40.99,5.4,mww,,22,4.188,1.33,us,us7000d2px,2021-01-26T18:29:41.005Z,"38 km NNW of Finschhafen, Papua New Guinea",earthquake,5,4.3,0.093,11,reviewed,us,us
2021-01-23T13:12:10.549Z,37.1493,141.5625,47.32,4.8,mb,,142,2.757,0.46,us,us7000d2p7,2021-01-23T13:44:58.724Z,"61 km E of Iwaki, Japan",earthquake,5.2,6.9,0.072,60,reviewed,us,us
2021-01-23T11:47:33.822Z,-24.3296,-179.5053,424.62,5.5,mww,,31,5.094,1.17,us,us7000d2nr,2021-01-24T11:50:52.411Z,south of the Fiji Islands,earthquake,9.9,5.4,0.098,10,reviewed,us,us
2021-01-23T11:22:54.724Z,-24.3237,-67.3026,188.73,4.5,mb,,67,1.584,0.9,us,us7000d2nk,2021-01-23T11:41:44.040Z,"100 km W of San Antonio de los Cobres, Argentina",earthquake,8.4,7.2,0.113,23,reviewed,us,us
2021-01-23T08:34:31.155Z,-6.3029,147.668,38.55,5.2,mww,,54,3.122,0.61,us,us7000d2mx,2021-02-04T09:09:03.040Z,"34 km NW of Finschhafen, Papua New Guinea",earthquake,7.3,5.9,0.093,11,reviewed,us,us
2021-01-23T08:24:16.930Z,6.0582,-77.4439,32.79,4.5,mb,,108,1.908,0.69,us,us7000d2mv,2021-02-04T09:02:29.040Z,"19 km SSW of Bahía Solano, Colombia",earthquake,6.4,6.1,0.109,25,reviewed,us,us
2021-01-23T05:39:18.366Z,42.322,142.6196,108.19,5,mb,,73,0.503,0.56,us,us7000d2m3,2021-02-04T08:20:45.040Z,"20 km E of Shizunai-furukawachō, Japan",earthquake,5.6,5.8,0.06,87,reviewed,us,us
2021-01-23T04:58:13.439Z,13.4239,-90.9226,10,4.7,mb,,153,1.326,1.09,us,us7000d2lp,2021-01-23T23:23:07.183Z,"56 km S of Puerto San José, Guatemala",earthquake,8.1,1.9,0.034,261,reviewed,us,us
2021-01-23T03:37:18.851Z,-22.3481,171.5303,35,4.8,mb,,119,3.362,0.8,us,us7000d2le,2021-01-23T03:59:09.040Z,southeast of the Loyalty Islands,earthquake,12.7,2,0.096,37,reviewed,us,us
