time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-16T17:06:53.787Z,15.7704,-95.0556,34.25,4.6,mb,,140,2.852,0.79,us,us7000d0p2,2021-01-16T17:33:15.040Z,"47 km SSE of Salina Cruz, Mexico",earthquake,7,6.6,0.049,128,reviewed,us,us
2021-01-16T12:25:41.809Z,18.7013,145.2484,345.41,4.6,mb,,61,3.487,0.93,us,us7000d0n8,2021-01-16T12:52:34.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.6,5.6,0.044,156,reviewed,us,us
2021-01-16T10:43:41.888Z,0.8816,-79.7011,34.94,4.5,mb,,148,1.404,1.07,us,us7000d0ms,2021-01-16T11:34:17.040Z,"10 km SSW of Esmeraldas, Ecuador",earthquake,8.4,7.9,0.101,29,reviewed,us,us
2021-01-16T09:42:14.525Z,-30.5313,-177.027,10,5.1,mb,,86,1.502,0.39,us,us7000d0mh,2021-01-16T10:03:18.040Z,"Kermadec Islands, New Zealand",earthquake,7.9,1.9,0.122,22,reviewed,us,us
2021-01-16T09:26:43.171Z,-6.3928,103.8897,33.44,5.2,mww,,43,2.222,0.59,us,us7000d0ma,2021-01-16T16:38:59.040Z,"185 km SW of Bandar Lampung, Indonesia",earthquake,6.6,4.2,0.065,23,reviewed,us,us
2021-01-16T08:08:36.282Z,39.5738,142.8803,52.62,4.6,mb,,151,1.846,0.39,us,us7000d0m1,2021-01-31T06:40:01.808Z,"80 km E of Yamada, Japan",earthquake,8.7,9.3,0.172,11,reviewed,us,us
2021-01-16T06:37:31.039Z,-5.7211,148.8569,130.17,5.1,mb,,44,3.628,0.9,us,us7000d0lh,2021-01-31T06:11:48.040Z,"93 km NW of Kandrian, Papua New Guinea",earthquake,7.9,7,0.081,49,reviewed,us,us
2021-01-16T06:36:32.035Z,-19.9684,-173.2456,3.36,5.1,mb,,74,3.253,0.68,us,us7000d0lu,2021-01-31T06:08:36.040Z,"117 km E of Pangai, Tonga",earthquake,7.5,2,0.094,39,reviewed,us,us
2021-01-16T05:18:04.207Z,4.9359,-82.5854,10,5.2,mww,,72,3.528,0.59,us,us7000d0kq,2021-01-31T05:44:12.040Z,south of Panama,earthquake,6.9,1.8,0.051,37,reviewed,us,us
2021-01-16T03:53:36.174Z,-31.0355,-71.4708,62.2,5,mww,,56,0.387,1.02,us,us7000d0k5,2021-01-19T03:11:17.799Z,"54 km SSW of Ovalle, Chile",earthquake,3.7,4.7,0.058,29,reviewed,us,us
2021-01-16T02:21:34.534Z,-31.0961,-178.5172,95.71,4.6,mb,,102,1.913,0.54,us,us7000d356,2021-01-26T23:57:53.040Z,Kermadec Islands region,earthquake,11.1,10.5,0.207,8,reviewed,us,us
2021-01-16T01:44:05.023Z,-9.9009,160.0814,10,5,mb,,77,0.477,1.24,us,us7000d355,2021-01-26T23:07:21.040Z,"45 km ESE of Malango, Solomon Islands",earthquake,5.2,1.8,0.115,25,reviewed,us,us
2021-01-15T23:51:14.274Z,-12.8249,-77.1256,35.45,4.6,mb,,141,0.877,0.94,us,us7000d0iv,2021-01-24T01:20:29.228Z,"53 km SW of Chilca, Peru",earthquake,3.2,6.9,0.066,69,reviewed,us,us
2021-01-15T23:34:45.828Z,-37.2452,-17.1989,10,4.6,mb,,71,3.905,0.73,us,us7000d2gc,2021-01-24T01:45:17.040Z,southern Mid-Atlantic Ridge,earthquake,12,1.9,0.136,16,reviewed,us,us
2021-01-15T23:32:52.269Z,-2.9335,118.9545,10,4.9,mb,,65,2.214,0.63,us,us7000d0im,2021-01-24T01:14:42.040Z,"28 km SSE of Mamuju, Indonesia",earthquake,5.8,1,0.084,44,reviewed,us,us
2021-01-15T23:00:02.626Z,1.5062,125.9334,95.65,5,mb,,36,1.608,0.93,us,us7000d0ig,2021-01-25T22:19:12.364Z,"106 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,7.2,3.2,0.062,83,reviewed,us,us
2021-01-15T22:48:55.846Z,13.826,120.7291,160.96,4.6,mb,,86,8.949,0.87,us,us7000d0ib,2021-01-25T22:26:49.040Z,"3 km SE of Hukay, Philippines",earthquake,4.6,6.5,0.077,50,reviewed,us,us
2021-01-15T21:32:57.663Z,14.0217,-92.0396,35,4.9,mb,,139,0.601,1.17,us,us7000d0gm,2021-01-24T01:53:50.886Z,"33 km SSW of Champerico, Guatemala",earthquake,6.8,1.9,0.027,426,reviewed,us,us
2021-01-15T21:31:04.610Z,26.9258,55.1859,8,5.5,mww,,35,2.175,1.07,us,us7000d0gn,2021-01-16T21:35:27.727Z,"50 km NE of Bandar-e Lengeh, Iran",earthquake,6.9,1.8,0.06,27,reviewed,us,us
2021-01-15T20:37:55.823Z,-23.9805,-67.3575,207.77,4.7,mb,,89,1.271,1.32,us,us7000d0fz,2021-01-15T22:53:23.040Z,"108 km WNW of San Antonio de los Cobres, Argentina",earthquake,8,4.8,0.165,12,reviewed,us,us
2021-01-15T20:18:19.668Z,-7.0012,155.8696,10,5.1,mb,,43,4.625,0.88,us,us7000d0ft,2021-01-16T18:32:04.040Z,"86 km SSE of Panguna, Papua New Guinea",earthquake,8.5,1.8,0.056,106,reviewed,us,us
2021-01-15T19:21:16.851Z,1.0328,-79.7623,36.61,4.8,mb,,118,1.53,0.81,us,us7000d0fd,2021-01-15T20:11:37.040Z,"14 km NW of Esmeraldas, Ecuador",earthquake,5.6,7.1,0.059,95,reviewed,us,us
2021-01-15T17:32:54.744Z,56.0532,164.6117,10,4.7,mb,,91,4.611,0.7,us,us7000d0el,2021-01-15T18:07:20.040Z,"134 km E of Ust’-Kamchatsk Staryy, Russia",earthquake,7.9,1.9,0.058,94,reviewed,us,us
2021-01-15T17:09:08.010Z,12.9605,-88.7499,73.35,4.5,mb,,110,1.69,0.89,us,us7000d0e6,2021-01-15T20:28:23.811Z,"41 km SSW of Puerto El Triunfo, El Salvador",earthquake,6.1,8.4,0.043,166,reviewed,us,us
2021-01-15T16:10:51.357Z,13.9032,-92.0934,10,5.9,mww,,152,0.728,1.33,us,us7000d0d0,2021-01-29T17:18:49.076Z,"47 km SSW of Champerico, Guatemala",earthquake,5.9,1.9,0.073,18,reviewed,us,us
2021-01-15T15:52:50.376Z,-3.5275,149.601,10,5.1,mww,,84,2.64,1.31,us,us7000d0cr,2021-01-15T16:24:58.040Z,"169 km SW of Kavieng, Papua New Guinea",earthquake,8.9,1.8,0.093,11,reviewed,us,us
2021-01-15T15:13:50.171Z,-3.8084,-80.8455,52.21,4.6,mb,,59,2.071,1,us,us7000d0c8,2021-01-24T15:51:55.040Z,"23 km SW of Zorritos, Peru",earthquake,3.5,6.9,0.098,31,reviewed,us,us
2021-01-15T14:19:03.992Z,0.4302,-24.9543,10,4.6,mb,,174,20.986,1.26,us,us7000d2g0,2021-02-08T06:16:32.040Z,central Mid-Atlantic Ridge,earthquake,16.2,2,0.173,10,reviewed,us,us
2021-01-15T13:38:19.335Z,33.8669,137.2129,357.77,5.2,mww,,55,1.14,0.54,us,us7000d0bx,2021-02-08T13:14:50.505Z,"76 km SSE of Toba, Japan",earthquake,8.3,5.2,0.073,18,reviewed,us,us
2021-01-15T13:19:11.166Z,-37.0694,-17.0154,10,5.5,mww,,67,3.759,0.92,us,us7000d0bw,2021-02-07T14:42:58.731Z,southern Mid-Atlantic Ridge,earthquake,10.7,1.9,0.069,20,reviewed,us,us
2021-01-15T11:28:26.289Z,2.0329,96.3663,10,4.7,mb,,139,1.409,0.77,us,us7000d0aj,2021-02-08T12:11:59.234Z,"49 km S of Sinabang, Indonesia",earthquake,4.4,1.9,0.117,22,reviewed,us,us
2021-01-15T11:19:02.442Z,-22.6699,-175.3303,35,4.5,mb,,124,6.188,0.24,us,us7000d2fl,2021-02-07T12:35:23.040Z,"153 km SSW of ‘Ohonua, Tonga",earthquake,11.3,2,0.192,8,reviewed,us,us
2021-01-15T10:45:21.903Z,-37.1801,-17.2577,10,5.4,mww,,67,31.489,0.67,us,us7000d0ae,2021-01-16T10:49:02.032Z,southern Mid-Atlantic Ridge,earthquake,6.2,1.8,0.089,12,reviewed,us,us
2021-01-15T10:35:17.061Z,1.0705,-79.733,35,4.7,mb,,143,1.525,0.56,us,us7000d0ab,2021-01-15T15:37:14.258Z,"15 km NW of Esmeraldas, Ecuador",earthquake,6.9,2,0.036,242,reviewed,us,us
2021-01-15T08:40:06.403Z,42.4632,143.2444,62.59,4.8,mb,,133,0.452,0.65,us,us7000d09q,2021-01-31T05:39:45.040Z,"50 km S of Obihiro, Japan",earthquake,3,7.4,0.086,42,reviewed,us,us
2021-01-15T08:21:13.562Z,2.7388,128.6703,222.4,4.8,mb,,91,2.348,0.69,us,us7000d08x,2021-01-31T05:36:24.040Z,"133 km NNE of Tobelo, Indonesia",earthquake,8.3,5.2,0.072,60,reviewed,us,us
2021-01-15T08:14:29.512Z,-37.6109,-17.0402,10,4.5,mb,,92,23.767,1.01,us,us7000d2gi,2021-01-31T05:34:47.040Z,southern Mid-Atlantic Ridge,earthquake,13.6,1.9,0.124,19,reviewed,us,us
2021-01-15T07:52:23.170Z,-37.2583,-17.3095,10,5,mb,,83,3.993,0.7,us,us7000d08p,2021-01-31T05:30:40.040Z,southern Mid-Atlantic Ridge,earthquake,11.5,1.9,0.08,49,reviewed,us,us
2021-01-15T07:36:25.889Z,-34.6446,-14.7096,10,5,mb,,66,3.103,0.84,us,us7000d08v,2021-01-31T05:29:00.040Z,Tristan da Cunha region,earthquake,10.8,1.9,0.095,36,reviewed,us,us
2021-01-15T07:03:12.515Z,-38.1723,-17.0859,10,4.6,mb,,92,3.944,0.73,us,us7000d2fg,2021-01-31T05:27:49.040Z,southern Mid-Atlantic Ridge,earthquake,13.3,1.9,0.107,26,reviewed,us,us
2021-01-15T02:50:54.155Z,-0.0003,127.2743,139.53,4.7,mb,,117,0.772,0.89,us,us7000d06u,2021-01-15T03:11:36.040Z,"87 km SSW of Sofifi, Indonesia",earthquake,6.7,5.2,0.115,23,reviewed,us,us
2021-01-15T00:47:20.191Z,-16.2295,-177.5752,10,4.6,mb,,112,1.982,1.19,us,us7000d2fb,2021-01-23T22:50:29.040Z,"219 km SSE of Alo, Wallis and Futuna",earthquake,6.4,1.9,0.129,18,reviewed,us,us
2021-01-15T00:40:48.602Z,-14.0512,171.1628,625.83,4.5,mb,,117,4.074,0.76,us,us7000d2fa,2021-01-23T22:41:58.040Z,Vanuatu region,earthquake,14.3,9.5,0.242,5,reviewed,us,us
2021-01-14T18:28:18.081Z,-2.9711,118.8893,18,6.2,mww,,28,2.204,1.12,us,us7000d030,2021-01-26T21:18:07.234Z,"32 km S of Mamuju, Indonesia",earthquake,5.5,1,0.066,22,reviewed,us,us
2021-01-14T16:50:59.885Z,1.3107,96.9865,28.43,4.6,mb,,155,0.588,0.78,us,us7000d02l,2021-01-14T19:26:38.040Z,"140 km SW of Singkil, Indonesia",earthquake,7.4,5.1,0.075,61,reviewed,us,us
2021-01-14T16:28:10.949Z,25.4036,124.332,119.55,4.7,mwr,,78,1.518,0.86,us,us7000d02g,2021-01-14T17:01:13.040Z,"118 km NW of Hirara, Japan",earthquake,7.5,5.6,0.068,21,reviewed,us,us
2021-01-14T15:45:03.924Z,-44.6454,-80.1251,10,4.7,mb,,202,4.914,1.13,us,us7000d028,2021-01-14T16:20:28.040Z,"Off the coast of Aisen, Chile",earthquake,11,2,0.13,18,reviewed,us,us
2021-01-14T15:03:38.993Z,-23.9681,179.2231,550.88,4.6,mb,,126,6.288,0.83,us,us7000d024,2021-01-14T15:29:08.040Z,south of the Fiji Islands,earthquake,13.7,6.6,0.062,81,reviewed,us,us
2021-01-14T14:45:11.461Z,10.6076,-62.7629,110.14,4.6,mb,,130,4.39,0.9,us,us7000d2e5,2021-01-24T14:57:42.040Z,"50 km W of Güiria, Venezuela",earthquake,9.3,6.2,0.068,64,reviewed,us,us
2021-01-14T12:39:38.933Z,-15.4842,166.9635,58.7,4.6,mb,,89,0.234,0.93,us,us7000d2e9,2021-02-09T09:58:05.040Z,"21 km W of Luganville, Vanuatu",earthquake,10,7,0.119,21,reviewed,us,us
2021-01-14T09:22:00.700Z,36.0905,104.0101,10,4.5,mb,,149,7.397,0.6,us,us7000d2e6,2021-02-10T14:20:18.040Z,"15 km ENE of Lanzhou, China",earthquake,8.5,1.9,0.156,14,reviewed,us,us
2021-01-14T06:38:37.408Z,-3.0115,118.9493,10,5.2,mb,,69,2.144,0.9,us,us7000d2dv,2021-02-07T13:59:16.040Z,"Sulawesi, Indonesia",earthquake,9.3,1.9,0.115,26,reviewed,us,us
2021-01-14T06:35:50.010Z,-2.9802,118.8911,18,5.7,mww,,33,2.195,0.89,us,us6000d882,2021-02-07T13:44:07.294Z,"33 km S of Mamuju, Indonesia",earthquake,5.8,1.7,0.053,34,reviewed,us,us
2021-01-14T05:13:50.496Z,51.4861,-174.0844,37.26,4.9,mb,,76,0.72,0.68,us,us6000d87l,2021-01-27T09:49:55.980Z,"79 km S of Atka, Alaska",earthquake,7.9,7.4,0.038,222,reviewed,us,us
2021-01-14T00:03:21.692Z,-8.1454,120.3733,28.53,4.6,mb,,71,1.907,0.63,us,us7000d2ds,2021-01-24T03:27:27.040Z,"52 km N of Ruteng, Indonesia",earthquake,6.9,6.1,0.128,18,reviewed,us,us
2021-01-13T23:49:56.706Z,15.2698,-45.5897,10,4.5,mb,,129,12.249,0.29,us,us7000d259,2021-01-24T03:34:59.040Z,northern Mid-Atlantic Ridge,earthquake,7.8,1.9,0.157,12,reviewed,us,us
2021-01-13T22:47:33.766Z,73.5735,7.6986,10,4.6,mb,,63,5.083,0.55,us,us7000d257,2021-02-03T04:46:32.040Z,Greenland Sea,earthquake,5.9,1.9,0.111,24,reviewed,us,us
2021-01-13T21:43:02.128Z,-24.5653,-13.3961,10,5,mb,,72,27.99,0.63,us,us7000d251,2021-01-23T06:18:44.040Z,southern Mid-Atlantic Ridge,earthquake,12,1.9,0.084,46,reviewed,us,us
2021-01-13T17:33:03.784Z,1.5929,128.1924,10,5.2,mb,,54,1.16,1.08,us,us6000d82a,2021-01-21T22:40:06.214Z,"25 km SE of Tobelo, Indonesia",earthquake,5.9,1.6,0.066,77,reviewed,us,us
2021-01-13T16:02:35.715Z,-6.0903,149.4174,51.7,4.9,mb,,43,3.144,1.02,us,us6000d81y,2021-01-22T04:34:15.040Z,"19 km NW of Kandrian, Papua New Guinea",earthquake,6.4,5.3,0.072,60,reviewed,us,us
2021-01-13T15:46:25.828Z,-7.1702,129.3867,139.02,4.5,mb,,69,2.06,1.13,us,us6000d81p,2021-01-22T04:22:21.040Z,"Kepulauan Babar, Indonesia",earthquake,7.6,7.7,0.094,33,reviewed,us,us
2021-01-13T11:10:10.183Z,51.5752,100.2955,10,4.9,mb,,41,2.089,0.59,us,us6000d801,2021-02-07T11:39:41.040Z,"26 km WNW of Turt, Mongolia",earthquake,7.5,1.9,0.049,131,reviewed,us,us
2021-01-13T06:27:14.773Z,-23.6925,-64.7452,24.71,4.6,mb,,85,3.241,1.47,us,us6000d7xt,2021-02-08T11:51:28.040Z,"9 km NNE of Calilegua, Argentina",earthquake,7,5,0.173,10,reviewed,us,us
2021-01-13T06:18:22.769Z,-4.2223,102.0942,37.21,4.6,mb,,99,0.87,0.52,us,us6000d7z0,2021-02-08T11:31:24.040Z,"50 km SSW of Bengkulu, Indonesia",earthquake,8.4,6.8,0.119,21,reviewed,us,us
2021-01-13T01:39:29.096Z,19.4477,145.353,195.51,4.6,mb,,100,4.211,0.53,us,us6000d7ws,2021-01-22T05:48:37.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,9.7,7.4,0.058,88,reviewed,us,us
2021-01-13T01:11:23.039Z,2.5119,-79.8007,10,4.7,mb,,62,2.631,0.75,us,us6000d7wm,2021-01-22T04:47:55.040Z,"137 km WNW of Salahonda, Colombia",earthquake,2.3,1.9,0.063,76,reviewed,us,us
2021-01-12T22:56:48.046Z,38.3646,22.118,10,4.7,mwr,,37,0.677,1.2,us,us6000d7w3,2021-01-22T03:48:08.750Z,"12 km NNE of Rododáfni, Greece",earthquake,4.9,1.8,0.048,41,reviewed,us,us
2021-01-12T22:32:57.672Z,38.3987,22.0833,10,4.5,mb,,43,0.652,0.8,us,us7000d229,2021-01-22T03:42:24.040Z,"13 km NNE of Kamárai, Greece",earthquake,3.3,1.9,0.086,39,reviewed,us,us
2021-01-12T22:29:39.031Z,38.4147,22.0612,10,4.6,mwr,,36,0.642,0.83,us,us6000d7vx,2021-02-08T22:24:33.297Z,"13 km NNE of Kamárai, Greece",earthquake,6.1,1.9,0.06,27,reviewed,us,us
2021-01-12T22:09:57.263Z,38.4129,22.0649,10,5.2,mww,,29,0.643,0.92,us,us6000d7vr,2021-01-21T23:30:11.305Z,"13 km NNE of Kamárai, Greece",earthquake,5.9,1.8,0.059,28,reviewed,us,us
2021-01-12T21:50:14.023Z,-60.5139,-44.5157,10,4.6,mb,,71,0.249,0.83,us,us7000d228,2021-01-21T23:14:22.040Z,Scotia Sea,earthquake,7.2,1.9,0.173,10,reviewed,us,us
2021-01-12T21:02:23.402Z,-20.7869,-178.4111,565.43,4.5,mb,,101,4.506,1.27,us,us6000d7v5,2021-01-21T22:48:36.040Z,Fiji region,earthquake,12.1,6.6,0.056,95,reviewed,us,us
2021-01-12T18:17:36.605Z,-3.0629,136.8777,28.29,5.8,mww,,14,3.86,0.73,us,us6000d7tq,2021-02-09T18:26:21.605Z,"156 km ENE of Nabire, Indonesia",earthquake,6.5,3.3,0.073,18,reviewed,us,us
2021-01-12T16:31:16.251Z,51.4143,100.1476,10,4.5,mb,,51,2.199,0.49,us,us6000d7tb,2021-01-24T19:07:47.040Z,"37 km WSW of Turt, Mongolia",earthquake,6.5,1.2,0.093,34,reviewed,us,us
2021-01-12T15:21:58.480Z,-7.3986,129.0868,149.3,4.6,mb,,86,2.267,1.05,us,us7000d223,2021-01-24T18:13:58.040Z,"261 km ENE of Lospalos, Timor Leste",earthquake,10.8,6.2,0.273,5,reviewed,us,us
2021-01-12T13:38:13.315Z,19.0221,120.3133,10,5,mww,,105,1.468,0.46,us,us6000d7r3,2021-01-24T17:20:58.689Z,"66 km NNW of Davila, Philippines",earthquake,5.6,1.8,0.08,15,reviewed,us,us
2021-01-12T11:51:31.280Z,2.2367,128.5754,230.7,4.6,mb,,115,1.891,0.58,us,us6000d7qj,2021-02-02T10:57:03.040Z,"84 km NE of Tobelo, Indonesia",earthquake,9.2,6.7,0.107,26,reviewed,us,us
2021-01-12T11:04:36.303Z,-21.738,-68.7077,117.3,4.9,mb,,40,0.499,0.78,us,us6000d7pn,2021-02-02T10:47:52.736Z,"82 km NNE of Calama, Chile",earthquake,5.3,4,0.043,168,reviewed,us,us
2021-01-12T10:23:15.450Z,-2.8671,141.9002,24.54,4.6,mb,,66,5.521,0.71,us,us6000d7pg,2021-02-02T10:59:50.040Z,"58 km WNW of Aitape, Papua New Guinea",earthquake,11.1,5.6,0.111,24,reviewed,us,us
2021-01-12T10:11:55.528Z,4.1619,125.3956,46.05,5.2,mb,,81,2.894,0.67,us,us6000d7pb,2021-02-02T07:08:25.040Z,"137 km S of Sarangani, Philippines",earthquake,8,6.4,0.065,77,reviewed,us,us
2021-01-12T10:06:36.856Z,-63.16,171.5794,10,5.4,mww,,86,10.849,1.06,us,us6000d7p9,2021-02-01T14:53:37.156Z,Balleny Islands region,earthquake,6.8,1.9,0.089,12,reviewed,us,us
2021-01-12T09:46:44.326Z,7.5564,-34.6938,10,4.5,mb,,107,13.129,1.01,us,us7000d21t,2021-01-31T12:04:17.040Z,central Mid-Atlantic Ridge,earthquake,9.1,1.9,0.145,14,reviewed,us,us
2021-01-12T09:08:45.504Z,51.1063,100.3621,10,4.7,mb,,43,2.134,0.73,us,us6000d7nt,2021-02-02T07:19:15.173Z,Russia-Mongolia border region,earthquake,4.9,1.9,0.093,35,reviewed,us,us
2021-01-12T07:26:33.870Z,40.0828,19.7021,10,4.5,mb,,47,0.376,1.09,us,us6000d7nf,2021-02-08T08:51:48.040Z,"4 km WSW of Himarë, Albania",earthquake,5.2,1.9,0.15,13,reviewed,us,us
2021-01-12T07:22:50.289Z,22.8862,143.8902,39.38,5,mb,,73,4.467,0.9,us,us7000d21n,2021-02-08T08:40:35.040Z,"Volcano Islands, Japan region",earthquake,12.4,6.2,0.146,15,reviewed,us,us
2021-01-12T06:10:55.047Z,14.8021,-93.6388,29.98,4.9,mwr,,148,1.901,0.63,us,us6000d7n9,2021-01-12T06:53:23.040Z,"87 km SW of La Esperanza (El Zapotal), Mexico",earthquake,8.2,6,0.098,10,reviewed,us,us
2021-01-12T03:46:37.810Z,-4.0032,127.702,192.42,4.5,mb,,54,4.729,0.8,us,us6000d7mw,2021-01-27T05:28:35.040Z,"63 km WSW of Ambon, Indonesia",earthquake,7.5,5.4,0.109,25,reviewed,us,us
2021-01-12T02:39:43.440Z,43.708,139.9783,214,5.9,mww,,22,1.933,0.73,us,us6000d7ml,2021-01-27T05:48:53.978Z,"85 km NW of Yoichi, Japan",earthquake,4.6,1.9,0.065,23,reviewed,us,us
2021-01-12T01:49:54.765Z,51.5301,100.1421,10,4.6,mb,,64,2.188,0.78,us,us6000d7mh,2021-01-27T04:57:03.040Z,"36 km W of Turt, Mongolia",earthquake,7.8,1.8,0.061,81,reviewed,us,us
2021-01-12T01:37:57.343Z,51.2485,100.2144,10,4.6,mb,,94,2.188,0.45,us,us7000d218,2021-01-26T05:16:48.040Z,"42 km SW of Turt, Mongolia",earthquake,5.9,1.9,0.129,18,reviewed,us,us
2021-01-12T00:36:11.586Z,51.2279,100.2963,10,4.8,mb,,46,2.142,1,us,us6000d7l3,2021-01-23T04:55:10.795Z,"40 km SW of Turt, Mongolia",earthquake,8.4,1.8,0.066,71,reviewed,us,us
2021-01-12T00:34:05.621Z,51.3627,100.1567,10,4.5,mb,,69,2.201,0.46,us,us6000d7le,2021-01-23T04:57:43.040Z,"38 km WSW of Turt, Mongolia",earthquake,7.9,1.9,0.118,21,reviewed,us,us
2021-01-12T00:23:18.555Z,-53.3414,-47.1141,10,4.6,mb,,177,6.365,0.51,us,us7000d216,2021-01-23T04:16:28.040Z,South Atlantic Ocean,earthquake,14.3,2,0.136,16,reviewed,us,us
2021-01-11T23:30:16.441Z,44.0738,149.5818,10,4.5,mb,,188,5.034,0.67,us,us7000d1r5,2021-01-23T03:22:03.040Z,"186 km SE of Kuril’sk, Russia",earthquake,13.9,2,0.15,13,reviewed,us,us
2021-01-11T23:02:23.738Z,51.4379,100.3097,10,5,mb,,41,2.095,1.1,us,us6000d7kd,2021-01-23T04:47:06.174Z,"25 km WSW of Turt, Mongolia",earthquake,2,1.8,0.04,201,reviewed,us,us
2021-01-11T22:36:07.416Z,-21.8638,170.8857,138.35,4.8,mb,,75,2.683,0.69,us,us6000d7k5,2021-01-21T05:56:37.040Z,southeast of the Loyalty Islands,earthquake,9.2,6.9,0.097,33,reviewed,us,us
2021-01-11T22:22:43.394Z,51.3125,100.2729,10,4.5,mb,,68,2.139,1.17,us,us6000d7k4,2021-01-21T05:33:35.040Z,"34 km SW of Turt, Mongolia",earthquake,8.7,1.9,0.1,29,reviewed,us,us
2021-01-11T22:19:12.304Z,51.4758,100.424,10,4.6,mb,,99,2.019,0.86,us,us7000d1rc,2021-01-21T05:21:35.040Z,"16 km WSW of Turt, Mongolia",earthquake,9.3,1.9,0.119,21,reviewed,us,us
2021-01-11T22:10:29.324Z,51.2628,100.2528,10,4.7,mb,,55,2.161,0.79,us,us7000d1qz,2021-01-21T05:16:37.040Z,"39 km SW of Turt, Mongolia",earthquake,9.2,1.9,0.093,35,reviewed,us,us
2021-01-11T22:02:56.759Z,51.1805,100.311,10,5,mb,,54,2.145,0.83,us,us6000d7jt,2021-01-21T05:03:27.642Z,"43 km SW of Turt, Mongolia",earthquake,6.9,1.8,0.055,105,reviewed,us,us
2021-01-11T21:56:52.479Z,51.4437,100.3282,10,4.5,mb,,48,2.083,0.51,us,us7000d1ra,2021-01-21T04:53:48.040Z,"24 km WSW of Turt, Mongolia",earthquake,4.9,1.8,0.118,21,reviewed,us,us